Date,Views,Clicks,Conversions,CostPerAd,CTR,ConversionRate,CPC,Platform,CostPerConversion,Month
2024-01-07,1359,56,15,77,4.12,26.79,1.38,Facebook,5.13,January 2024
2024-01-07,1593,46,10,127,2.89,21.74,2.76,Facebook,12.7,January 2024
2024-01-08,2177,61,6,244,2.8,9.84,4.0,Facebook,40.67,January 2024
2024-01-08,1630,15,14,248,0.92,93.33,16.53,Facebook,17.71,January 2024
2024-01-08,1936,66,13,214,3.41,19.7,3.24,Facebook,16.46,January 2024
2024-01-08,1942,33,5,190,1.7,15.15,5.76,Facebook,38.0,January 2024
2024-01-10,1069,43,19,158,4.02,44.19,3.67,Facebook,8.32,January 2024
2024-01-12,1146,72,8,181,6.28,11.11,2.51,Facebook,22.62,January 2024
2024-01-13,2738,46,15,188,1.68,32.61,4.09,Facebook,12.53,January 2024
2024-01-13,1853,29,8,165,1.57,27.59,5.69,Facebook,20.62,January 2024
2024-01-13,1553,73,18,94,4.7,24.66,1.29,Facebook,5.22,January 2024
2024-01-13,1969,20,6,104,1.02,30.0,5.2,Facebook,17.33,January 2024
2024-01-15,1472,69,18,199,4.69,26.09,2.88,Facebook,11.06,January 2024
2024-01-16,2696,51,11,87,1.89,21.57,1.71,Facebook,7.91,January 2024
2024-01-16,1653,55,14,212,3.33,25.45,3.85,Facebook,15.14,January 2024
2024-01-16,2190,73,13,83,3.33,17.81,1.14,Facebook,6.38,January 2024
2024-01-16,3312,46,12,144,1.39,26.09,3.13,Facebook,12.0,January 2024
2024-01-18,1900,41,7,118,2.16,17.07,2.88,Facebook,16.86,January 2024
2024-01-18,1195,52,10,177,4.35,19.23,3.4,Facebook,17.7,January 2024
2024-01-18,1147,40,11,112,3.49,27.5,2.8,Facebook,10.18,January 2024
2024-01-18,2058,65,11,191,3.16,16.92,2.94,Facebook,17.36,January 2024
2024-01-18,1315,47,7,247,3.57,14.89,5.26,Facebook,35.29,January 2024
2024-01-18,1888,44,19,81,2.33,43.18,1.84,Facebook,4.26,January 2024
2024-01-19,2046,20,6,234,0.98,30.0,11.7,Facebook,39.0,January 2024
2024-01-19,2629,56,15,103,2.13,26.79,1.84,Facebook,6.87,January 2024
2024-01-20,2324,58,15,61,2.5,25.86,1.05,Facebook,4.07,January 2024
2024-01-22,1544,49,14,177,3.17,28.57,3.61,Facebook,12.64,January 2024
2024-01-23,1594,50,18,118,3.14,36.0,2.36,Facebook,6.56,January 2024
2024-01-27,2863,71,19,149,2.48,26.76,2.1,Facebook,7.84,January 2024
2024-01-28,2523,31,10,120,1.23,32.26,3.87,Facebook,12.0,January 2024
2024-01-28,1503,70,17,73,4.66,24.29,1.04,Facebook,4.29,January 2024
2024-01-29,1985,20,5,167,1.01,25.0,8.35,Facebook,33.4,January 2024
2024-01-30,2075,43,12,104,2.07,27.91,2.42,Facebook,8.67,January 2024
2024-01-30,1136,64,15,99,5.63,23.44,1.55,Facebook,6.6,January 2024
2024-02-03,2761,61,19,122,2.21,31.15,2.0,Facebook,6.42,February 2024
2024-02-03,3218,40,5,61,1.24,12.5,1.52,Facebook,12.2,February 2024
2024-02-04,3010,36,10,168,1.2,27.78,4.67,Facebook,16.8,February 2024
2024-02-04,3300,37,18,79,1.12,48.65,2.14,Facebook,4.39,February 2024
2024-02-06,1142,32,14,137,2.8,43.75,4.28,Facebook,9.79,February 2024
2024-02-12,1153,22,13,145,1.91,59.09,6.59,Facebook,11.15,February 2024
2024-02-12,2266,61,14,149,2.69,22.95,2.44,Facebook,10.64,February 2024
2024-02-13,1559,34,7,134,2.18,20.59,3.94,Facebook,19.14,February 2024
2024-02-14,2594,62,8,114,2.39,12.9,1.84,Facebook,14.25,February 2024
2024-02-14,2366,36,7,165,1.52,19.44,4.58,Facebook,23.57,February 2024
2024-02-15,2285,36,12,102,1.58,33.33,2.83,Facebook,8.5,February 2024
2024-02-16,2066,73,10,193,3.53,13.7,2.64,Facebook,19.3,February 2024
2024-02-17,2293,42,6,217,1.83,14.29,5.17,Facebook,36.17,February 2024
2024-02-18,1117,23,11,167,2.06,47.83,7.26,Facebook,15.18,February 2024
2024-02-19,2050,70,5,248,3.41,7.14,3.54,Facebook,49.6,February 2024
2024-02-19,1486,35,16,113,2.36,45.71,3.23,Facebook,7.06,February 2024
2024-02-19,2336,23,5,87,0.98,21.74,3.78,Facebook,17.4,February 2024
2024-02-20,2176,31,19,174,1.42,61.29,5.61,Facebook,9.16,February 2024
2024-02-24,1446,69,17,146,4.77,24.64,2.12,Facebook,8.59,February 2024
2024-02-26,2026,28,6,162,1.38,21.43,5.79,Facebook,27.0,February 2024
2024-02-28,1084,34,16,225,3.14,47.06,6.62,Facebook,14.06,February 2024
2024-02-28,1884,35,16,158,1.86,45.71,4.51,Facebook,9.88,February 2024
2024-02-28,1459,54,12,86,3.7,22.22,1.59,Facebook,7.17,February 2024
2024-02-28,2307,27,18,88,1.17,66.67,3.26,Facebook,4.89,February 2024
2024-02-29,2121,49,7,81,2.31,14.29,1.65,Facebook,11.57,February 2024
2024-02-29,1477,40,6,69,2.71,15.0,1.72,Facebook,11.5,February 2024
2024-03-01,2147,32,8,180,1.49,25.0,5.62,Facebook,22.5,March 2024
2024-03-02,1650,50,6,82,3.03,12.0,1.64,Facebook,13.67,March 2024
2024-03-04,2876,30,9,115,1.04,30.0,3.83,Facebook,12.78,March 2024
2024-03-05,1333,59,15,115,4.43,25.42,1.95,Facebook,7.67,March 2024
2024-03-05,1948,57,8,114,2.93,14.04,2.0,Facebook,14.25,March 2024
2024-03-05,1399,26,11,118,1.86,42.31,4.54,Facebook,10.73,March 2024
2024-03-07,1494,35,14,170,2.34,40.0,4.86,Facebook,12.14,March 2024
2024-03-07,1755,24,7,157,1.37,29.17,6.54,Facebook,22.43,March 2024
2024-03-07,1253,55,10,231,4.39,18.18,4.2,Facebook,23.1,March 2024
2024-03-08,1644,61,12,211,3.71,19.67,3.46,Facebook,17.58,March 2024
2024-03-10,1728,54,6,225,3.12,11.11,4.17,Facebook,37.5,March 2024
2024-03-10,1121,50,11,115,4.46,22.0,2.3,Facebook,10.45,March 2024
2024-03-11,1839,56,18,65,3.05,32.14,1.16,Facebook,3.61,March 2024
2024-03-11,3083,32,8,139,1.04,25.0,4.34,Facebook,17.38,March 2024
2024-03-11,2650,18,15,171,0.68,83.33,9.5,Facebook,11.4,March 2024
2024-03-12,2553,42,14,235,1.65,33.33,5.6,Facebook,16.79,March 2024
2024-03-12,2067,64,18,139,3.1,28.12,2.17,Facebook,7.72,March 2024
2024-03-15,1484,67,11,99,4.51,16.42,1.48,Facebook,9.0,March 2024
2024-03-15,3200,57,19,223,1.78,33.33,3.91,Facebook,11.74,March 2024
2024-03-16,2844,42,18,80,1.48,42.86,1.9,Facebook,4.44,March 2024
2024-03-16,1715,31,16,221,1.81,51.61,7.13,Facebook,13.81,March 2024
2024-03-16,3055,40,8,91,1.31,20.0,2.28,Facebook,11.38,March 2024
2024-03-17,1237,67,10,198,5.42,14.93,2.96,Facebook,19.8,March 2024
2024-03-18,3067,27,10,144,0.88,37.04,5.33,Facebook,14.4,March 2024
2024-03-22,2348,54,10,61,2.3,18.52,1.13,Facebook,6.1,March 2024
2024-03-23,1328,56,10,205,4.22,17.86,3.66,Facebook,20.5,March 2024
2024-03-23,2895,39,12,135,1.35,30.77,3.46,Facebook,11.25,March 2024
2024-03-24,1764,15,7,214,0.85,46.67,14.27,Facebook,30.57,March 2024
2024-03-24,2676,31,8,241,1.16,25.81,7.77,Facebook,30.12,March 2024
2024-03-25,2327,57,14,83,2.45,24.56,1.46,Facebook,5.93,March 2024
2024-03-26,1926,70,5,102,3.63,7.14,1.46,Facebook,20.4,March 2024
2024-03-26,1100,48,8,146,4.36,16.67,3.04,Facebook,18.25,March 2024
2024-03-26,2295,67,10,192,2.92,14.93,2.87,Facebook,19.2,March 2024
2024-03-27,2019,23,9,138,1.14,39.13,6.0,Facebook,15.33,March 2024
2024-03-28,2444,48,9,162,1.96,18.75,3.38,Facebook,18.0,March 2024
2024-03-28,2351,48,19,99,2.04,39.58,2.06,Facebook,5.21,March 2024
2024-03-31,2679,38,16,72,1.42,42.11,1.89,Facebook,4.5,March 2024
2024-04-01,2829,37,18,227,1.31,48.65,6.14,Facebook,12.61,April 2024
2024-04-01,1265,62,8,188,4.9,12.9,3.03,Facebook,23.5,April 2024
2024-04-02,2450,65,19,214,2.65,29.23,3.29,Facebook,11.26,April 2024
2024-04-02,1054,55,18,160,5.22,32.73,2.91,Facebook,8.89,April 2024
2024-04-02,1465,63,12,192,4.3,19.05,3.05,Facebook,16.0,April 2024
2024-04-02,2311,70,13,153,3.03,18.57,2.19,Facebook,11.77,April 2024
2024-04-03,1387,44,17,188,3.17,38.64,4.27,Facebook,11.06,April 2024
2024-04-06,1146,41,10,186,3.58,24.39,4.54,Facebook,18.6,April 2024
2024-04-09,1241,47,10,229,3.79,21.28,4.87,Facebook,22.9,April 2024
2024-04-09,1677,55,6,86,3.28,10.91,1.56,Facebook,14.33,April 2024
2024-04-10,2660,38,14,184,1.43,36.84,4.84,Facebook,13.14,April 2024
2024-04-10,2222,38,8,152,1.71,21.05,4.0,Facebook,19.0,April 2024
2024-04-11,3231,47,14,63,1.45,29.79,1.34,Facebook,4.5,April 2024
2024-04-12,3022,63,19,168,2.08,30.16,2.67,Facebook,8.84,April 2024
2024-04-12,2050,53,17,140,2.59,32.08,2.64,Facebook,8.24,April 2024
2024-04-12,2854,59,14,108,2.07,23.73,1.83,Facebook,7.71,April 2024
2024-04-13,2689,71,17,216,2.64,23.94,3.04,Facebook,12.71,April 2024
2024-04-13,2126,63,15,95,2.96,23.81,1.51,Facebook,6.33,April 2024
2024-04-14,1771,63,6,126,3.56,9.52,2.0,Facebook,21.0,April 2024
2024-04-14,1310,35,12,175,2.67,34.29,5.0,Facebook,14.58,April 2024
2024-04-17,2325,51,8,115,2.19,15.69,2.25,Facebook,14.38,April 2024
2024-04-17,1954,21,8,111,1.07,38.1,5.29,Facebook,13.88,April 2024
2024-04-19,3185,19,19,115,0.6,100.0,6.05,Facebook,6.05,April 2024
2024-04-20,1267,49,8,246,3.87,16.33,5.02,Facebook,30.75,April 2024
2024-04-21,2000,23,11,177,1.15,47.83,7.7,Facebook,16.09,April 2024
2024-04-22,1590,61,6,117,3.84,9.84,1.92,Facebook,19.5,April 2024
2024-04-23,2059,57,10,176,2.77,17.54,3.09,Facebook,17.6,April 2024
2024-04-29,1945,66,6,231,3.39,9.09,3.5,Facebook,38.5,April 2024
2024-04-29,2914,61,17,86,2.09,27.87,1.41,Facebook,5.06,April 2024
2024-04-29,3314,22,13,194,0.66,59.09,8.82,Facebook,14.92,April 2024
2024-05-01,3159,71,11,145,2.25,15.49,2.04,Facebook,13.18,May 2024
2024-05-02,2863,48,13,161,1.68,27.08,3.35,Facebook,12.38,May 2024
2024-05-02,1565,38,18,86,2.43,47.37,2.26,Facebook,4.78,May 2024
2024-05-02,1372,60,18,92,4.37,30.0,1.53,Facebook,5.11,May 2024
2024-05-04,1971,24,13,151,1.22,54.17,6.29,Facebook,11.62,May 2024
2024-05-04,3066,38,6,197,1.24,15.79,5.18,Facebook,32.83,May 2024
2024-05-04,2808,34,16,130,1.21,47.06,3.82,Facebook,8.12,May 2024
2024-05-04,3067,22,7,94,0.72,31.82,4.27,Facebook,13.43,May 2024
2024-05-07,2485,58,5,240,2.33,8.62,4.14,Facebook,48.0,May 2024
2024-05-08,2517,66,19,141,2.62,28.79,2.14,Facebook,7.42,May 2024
2024-05-08,1199,49,19,214,4.09,38.78,4.37,Facebook,11.26,May 2024
2024-05-11,1418,32,19,239,2.26,59.38,7.47,Facebook,12.58,May 2024
2024-05-12,1774,66,16,174,3.72,24.24,2.64,Facebook,10.88,May 2024
2024-05-13,1223,34,15,243,2.78,44.12,7.15,Facebook,16.2,May 2024
2024-05-14,2009,50,19,215,2.49,38.0,4.3,Facebook,11.32,May 2024
2024-05-15,2327,53,9,189,2.28,16.98,3.57,Facebook,21.0,May 2024
2024-05-16,1788,44,17,212,2.46,38.64,4.82,Facebook,12.47,May 2024
2024-05-17,2258,57,13,145,2.52,22.81,2.54,Facebook,11.15,May 2024
2024-05-19,2787,26,15,210,0.93,57.69,8.08,Facebook,14.0,May 2024
2024-05-19,2986,23,18,133,0.77,78.26,5.78,Facebook,7.39,May 2024
2024-05-19,1638,21,15,239,1.28,71.43,11.38,Facebook,15.93,May 2024
2024-05-20,1272,59,11,136,4.64,18.64,2.31,Facebook,12.36,May 2024
2024-05-21,2070,32,13,218,1.55,40.62,6.81,Facebook,16.77,May 2024
2024-05-25,2230,45,9,66,2.02,20.0,1.47,Facebook,7.33,May 2024
2024-05-26,2781,22,19,188,0.79,86.36,8.55,Facebook,9.89,May 2024
2024-05-26,2037,33,17,97,1.62,51.52,2.94,Facebook,5.71,May 2024
2024-05-27,1919,71,10,137,3.7,14.08,1.93,Facebook,13.7,May 2024
2024-05-28,3111,62,6,71,1.99,9.68,1.15,Facebook,11.83,May 2024
2024-05-30,2771,22,11,113,0.79,50.0,5.14,Facebook,10.27,May 2024
2024-06-01,2011,53,12,152,2.64,22.64,2.87,Facebook,12.67,June 2024
2024-06-01,1682,32,15,109,1.9,46.88,3.41,Facebook,7.27,June 2024
2024-06-03,1648,51,7,114,3.09,13.73,2.24,Facebook,16.29,June 2024
2024-06-04,2138,62,11,73,2.9,17.74,1.18,Facebook,6.64,June 2024
2024-06-06,1830,52,8,73,2.84,15.38,1.4,Facebook,9.12,June 2024
2024-06-08,1937,45,13,231,2.32,28.89,5.13,Facebook,17.77,June 2024
2024-06-10,3006,37,7,174,1.23,18.92,4.7,Facebook,24.86,June 2024
2024-06-11,1997,28,19,146,1.4,67.86,5.21,Facebook,7.68,June 2024
2024-06-12,2596,52,12,121,2.0,23.08,2.33,Facebook,10.08,June 2024
2024-06-14,3207,50,6,233,1.56,12.0,4.66,Facebook,38.83,June 2024
2024-06-15,3247,59,16,134,1.82,27.12,2.27,Facebook,8.38,June 2024
2024-06-16,3202,27,12,126,0.84,44.44,4.67,Facebook,10.5,June 2024
2024-06-17,1836,64,12,152,3.49,18.75,2.38,Facebook,12.67,June 2024
2024-06-18,3097,27,16,133,0.87,59.26,4.93,Facebook,8.31,June 2024
2024-06-19,1759,66,5,107,3.75,7.58,1.62,Facebook,21.4,June 2024
2024-06-21,2184,49,12,82,2.24,24.49,1.67,Facebook,6.83,June 2024
2024-06-21,1703,19,14,123,1.12,73.68,6.47,Facebook,8.79,June 2024
2024-06-22,2293,35,14,140,1.53,40.0,4.0,Facebook,10.0,June 2024
2024-06-24,3244,24,10,210,0.74,41.67,8.75,Facebook,21.0,June 2024
2024-06-25,1214,54,6,169,4.45,11.11,3.13,Facebook,28.17,June 2024
2024-06-29,2445,23,6,235,0.94,26.09,10.22,Facebook,39.17,June 2024
2024-06-30,2474,34,10,85,1.37,29.41,2.5,Facebook,8.5,June 2024
2024-06-30,2217,66,9,194,2.98,13.64,2.94,Facebook,21.56,June 2024
2024-07-02,2334,37,13,98,1.59,35.14,2.65,Facebook,7.54,July 2024
2024-07-02,2047,60,15,205,2.93,25.0,3.42,Facebook,13.67,July 2024
2024-07-03,2706,62,12,223,2.29,19.35,3.6,Facebook,18.58,July 2024
2024-07-06,2603,62,10,143,2.38,16.13,2.31,Facebook,14.3,July 2024
2024-07-07,1841,48,5,201,2.61,10.42,4.19,Facebook,40.2,July 2024
2024-07-09,1516,16,19,244,1.06,118.75,15.25,Facebook,12.84,July 2024
2024-07-09,1909,44,17,226,2.3,38.64,5.14,Facebook,13.29,July 2024
2024-07-13,1321,17,10,99,1.29,58.82,5.82,Facebook,9.9,July 2024
2024-07-13,1292,70,9,189,5.42,12.86,2.7,Facebook,21.0,July 2024
2024-07-13,1358,58,10,117,4.27,17.24,2.02,Facebook,11.7,July 2024
2024-07-13,1469,57,9,73,3.88,15.79,1.28,Facebook,8.11,July 2024
2024-07-14,2598,68,8,70,2.62,11.76,1.03,Facebook,8.75,July 2024
2024-07-15,2832,42,11,218,1.48,26.19,5.19,Facebook,19.82,July 2024
2024-07-16,1162,39,14,248,3.36,35.9,6.36,Facebook,17.71,July 2024
2024-07-17,1210,46,5,71,3.8,10.87,1.54,Facebook,14.2,July 2024
2024-07-18,2520,54,19,149,2.14,35.19,2.76,Facebook,7.84,July 2024
2024-07-18,1229,30,17,229,2.44,56.67,7.63,Facebook,13.47,July 2024
2024-07-19,2908,20,11,195,0.69,55.0,9.75,Facebook,17.73,July 2024
2024-07-20,2456,21,12,189,0.86,57.14,9.0,Facebook,15.75,July 2024
2024-07-21,1189,24,17,123,2.02,70.83,5.12,Facebook,7.24,July 2024
2024-07-21,1371,39,14,92,2.84,35.9,2.36,Facebook,6.57,July 2024
2024-07-22,2203,57,15,169,2.59,26.32,2.96,Facebook,11.27,July 2024
2024-07-25,2086,17,5,62,0.81,29.41,3.65,Facebook,12.4,July 2024
2024-07-25,2163,26,10,158,1.2,38.46,6.08,Facebook,15.8,July 2024
2024-07-25,1740,27,13,75,1.55,48.15,2.78,Facebook,5.77,July 2024
2024-07-25,1373,68,16,72,4.95,23.53,1.06,Facebook,4.5,July 2024
2024-07-26,2900,52,15,115,1.79,28.85,2.21,Facebook,7.67,July 2024
2024-07-26,3032,29,5,206,0.96,17.24,7.1,Facebook,41.2,July 2024
2024-07-26,1128,28,14,182,2.48,50.0,6.5,Facebook,13.0,July 2024
2024-07-26,1141,25,7,118,2.19,28.0,4.72,Facebook,16.86,July 2024
2024-07-27,1683,53,14,231,3.15,26.42,4.36,Facebook,16.5,July 2024
2024-07-28,1393,40,14,96,2.87,35.0,2.4,Facebook,6.86,July 2024
2024-07-29,1559,73,9,76,4.68,12.33,1.04,Facebook,8.44,July 2024
2024-07-30,3087,16,7,62,0.52,43.75,3.88,Facebook,8.86,July 2024
2024-07-31,2557,66,19,73,2.58,28.79,1.11,Facebook,3.84,July 2024
2024-08-05,1967,17,12,152,0.86,70.59,8.94,Facebook,12.67,August 2024
2024-08-06,1768,24,8,224,1.36,33.33,9.33,Facebook,28.0,August 2024
2024-08-07,1633,38,11,218,2.33,28.95,5.74,Facebook,19.82,August 2024
2024-08-08,2497,49,15,214,1.96,30.61,4.37,Facebook,14.27,August 2024
2024-08-09,2743,19,8,138,0.69,42.11,7.26,Facebook,17.25,August 2024
2024-08-10,3250,32,18,250,0.98,56.25,7.81,Facebook,13.89,August 2024
2024-08-12,1649,17,17,233,1.03,100.0,13.71,Facebook,13.71,August 2024
2024-08-14,2427,68,8,216,2.8,11.76,3.18,Facebook,27.0,August 2024
2024-08-14,2537,61,16,127,2.4,26.23,2.08,Facebook,7.94,August 2024
2024-08-16,1805,69,9,239,3.82,13.04,3.46,Facebook,26.56,August 2024
2024-08-19,2668,69,16,127,2.59,23.19,1.84,Facebook,7.94,August 2024
2024-08-21,2316,21,15,63,0.91,71.43,3.0,Facebook,4.2,August 2024
2024-08-21,1292,22,12,118,1.7,54.55,5.36,Facebook,9.83,August 2024
2024-08-25,1189,56,13,244,4.71,23.21,4.36,Facebook,18.77,August 2024
2024-08-27,3259,29,17,132,0.89,58.62,4.55,Facebook,7.76,August 2024
2024-08-28,2729,39,7,102,1.43,17.95,2.62,Facebook,14.57,August 2024
2024-08-28,3275,16,14,186,0.49,87.5,11.62,Facebook,13.29,August 2024
2024-08-28,2457,58,8,179,2.36,13.79,3.09,Facebook,22.38,August 2024
2024-08-29,1075,31,17,240,2.88,54.84,7.74,Facebook,14.12,August 2024
2024-08-30,1758,25,19,86,1.42,76.0,3.44,Facebook,4.53,August 2024
2024-08-31,1777,43,11,128,2.42,25.58,2.98,Facebook,11.64,August 2024
2024-08-31,2209,53,12,113,2.4,22.64,2.13,Facebook,9.42,August 2024
2024-09-01,1523,62,18,189,4.07,29.03,3.05,Facebook,10.5,September 2024
2024-09-05,1926,16,5,236,0.83,31.25,14.75,Facebook,47.2,September 2024
2024-09-06,2892,29,6,105,1.0,20.69,3.62,Facebook,17.5,September 2024
2024-09-09,1802,32,14,72,1.78,43.75,2.25,Facebook,5.14,September 2024
2024-09-10,1523,57,10,240,3.74,17.54,4.21,Facebook,24.0,September 2024
2024-09-10,2448,35,17,241,1.43,48.57,6.89,Facebook,14.18,September 2024
2024-09-11,1169,65,5,165,5.56,7.69,2.54,Facebook,33.0,September 2024
2024-09-11,2414,51,8,223,2.11,15.69,4.37,Facebook,27.88,September 2024
2024-09-13,1810,63,17,180,3.48,26.98,2.86,Facebook,10.59,September 2024
2024-09-15,1281,42,5,241,3.28,11.9,5.74,Facebook,48.2,September 2024
2024-09-17,2107,23,10,139,1.09,43.48,6.04,Facebook,13.9,September 2024
2024-09-17,1763,33,10,243,1.87,30.3,7.36,Facebook,24.3,September 2024
2024-09-18,2288,71,17,115,3.1,23.94,1.62,Facebook,6.76,September 2024
2024-09-20,1666,51,13,214,3.06,25.49,4.2,Facebook,16.46,September 2024
2024-09-22,3216,55,19,92,1.71,34.55,1.67,Facebook,4.84,September 2024
2024-09-25,2312,55,11,114,2.38,20.0,2.07,Facebook,10.36,September 2024
2024-09-25,2060,63,12,218,3.06,19.05,3.46,Facebook,18.17,September 2024
2024-09-26,2662,38,8,218,1.43,21.05,5.74,Facebook,27.25,September 2024
2024-09-27,1661,51,6,68,3.07,11.76,1.33,Facebook,11.33,September 2024
2024-09-27,1872,52,7,227,2.78,13.46,4.37,Facebook,32.43,September 2024
2024-09-27,1783,65,14,224,3.65,21.54,3.45,Facebook,16.0,September 2024
2024-09-27,1585,62,7,101,3.91,11.29,1.63,Facebook,14.43,September 2024
2024-09-29,2180,42,19,195,1.93,45.24,4.64,Facebook,10.26,September 2024
2024-09-29,2360,71,6,177,3.01,8.45,2.49,Facebook,29.5,September 2024
2024-09-30,2146,20,18,145,0.93,90.0,7.25,Facebook,8.06,September 2024
2024-10-01,1649,54,17,173,3.27,31.48,3.2,Facebook,10.18,October 2024
2024-10-02,1628,17,17,178,1.04,100.0,10.47,Facebook,10.47,October 2024
2024-10-02,1064,31,13,98,2.91,41.94,3.16,Facebook,7.54,October 2024
2024-10-03,2916,24,9,112,0.82,37.5,4.67,Facebook,12.44,October 2024
2024-10-05,3266,73,12,120,2.24,16.44,1.64,Facebook,10.0,October 2024
2024-10-06,2412,67,13,191,2.78,19.4,2.85,Facebook,14.69,October 2024
2024-10-06,2731,68,15,180,2.49,22.06,2.65,Facebook,12.0,October 2024
2024-10-06,2636,48,6,118,1.82,12.5,2.46,Facebook,19.67,October 2024
2024-10-08,1712,59,13,111,3.45,22.03,1.88,Facebook,8.54,October 2024
2024-10-09,1703,54,8,77,3.17,14.81,1.43,Facebook,9.62,October 2024
2024-10-09,2736,56,9,94,2.05,16.07,1.68,Facebook,10.44,October 2024
2024-10-12,3103,32,19,205,1.03,59.38,6.41,Facebook,10.79,October 2024
2024-10-13,1971,49,13,73,2.49,26.53,1.49,Facebook,5.62,October 2024
2024-10-14,2391,68,9,219,2.84,13.24,3.22,Facebook,24.33,October 2024
2024-10-14,2973,49,11,93,1.65,22.45,1.9,Facebook,8.45,October 2024
2024-10-16,3108,41,7,242,1.32,17.07,5.9,Facebook,34.57,October 2024
2024-10-16,3207,16,19,248,0.5,118.75,15.5,Facebook,13.05,October 2024
2024-10-16,1396,29,18,220,2.08,62.07,7.59,Facebook,12.22,October 2024
2024-10-19,1830,58,8,226,3.17,13.79,3.9,Facebook,28.25,October 2024
2024-10-23,2093,26,19,247,1.24,73.08,9.5,Facebook,13.0,October 2024
2024-10-26,2201,71,9,110,3.23,12.68,1.55,Facebook,12.22,October 2024
2024-10-27,1865,28,6,220,1.5,21.43,7.86,Facebook,36.67,October 2024
2024-10-27,1431,57,10,185,3.98,17.54,3.25,Facebook,18.5,October 2024
2024-10-29,1615,29,6,191,1.8,20.69,6.59,Facebook,31.83,October 2024
2024-11-01,2700,16,14,95,0.59,87.5,5.94,Facebook,6.79,November 2024
2024-11-03,2623,45,19,181,1.72,42.22,4.02,Facebook,9.53,November 2024
2024-11-03,1054,21,12,206,1.99,57.14,9.81,Facebook,17.17,November 2024
2024-11-04,3149,59,11,180,1.87,18.64,3.05,Facebook,16.36,November 2024
2024-11-06,1531,35,10,195,2.29,28.57,5.57,Facebook,19.5,November 2024
2024-11-07,2167,41,9,69,1.89,21.95,1.68,Facebook,7.67,November 2024
2024-11-07,3152,22,5,130,0.7,22.73,5.91,Facebook,26.0,November 2024
2024-11-07,2514,70,12,142,2.78,17.14,2.03,Facebook,11.83,November 2024
2024-11-08,2274,28,17,246,1.23,60.71,8.79,Facebook,14.47,November 2024
2024-11-10,3202,44,18,149,1.37,40.91,3.39,Facebook,8.28,November 2024
2024-11-10,3108,55,9,104,1.77,16.36,1.89,Facebook,11.56,November 2024
2024-11-12,2073,33,9,216,1.59,27.27,6.55,Facebook,24.0,November 2024
2024-11-12,2664,70,19,105,2.63,27.14,1.5,Facebook,5.53,November 2024
2024-11-14,1515,71,7,194,4.69,9.86,2.73,Facebook,27.71,November 2024
2024-11-15,2222,52,17,130,2.34,32.69,2.5,Facebook,7.65,November 2024
2024-11-16,2575,34,19,175,1.32,55.88,5.15,Facebook,9.21,November 2024
2024-11-16,1586,64,5,238,4.04,7.81,3.72,Facebook,47.6,November 2024
2024-11-17,2797,22,11,234,0.79,50.0,10.64,Facebook,21.27,November 2024
2024-11-17,1854,31,16,134,1.67,51.61,4.32,Facebook,8.38,November 2024
2024-11-19,1089,53,18,143,4.87,33.96,2.7,Facebook,7.94,November 2024
2024-11-19,2822,20,14,236,0.71,70.0,11.8,Facebook,16.86,November 2024
2024-11-21,3231,29,5,89,0.9,17.24,3.07,Facebook,17.8,November 2024
2024-11-22,1846,64,9,185,3.47,14.06,2.89,Facebook,20.56,November 2024
2024-11-22,3308,53,7,191,1.6,13.21,3.6,Facebook,27.29,November 2024
2024-11-23,1975,68,7,179,3.44,10.29,2.63,Facebook,25.57,November 2024
2024-11-24,1055,28,19,216,2.65,67.86,7.71,Facebook,11.37,November 2024
2024-11-24,3081,70,8,94,2.27,11.43,1.34,Facebook,11.75,November 2024
2024-11-25,2642,54,17,131,2.04,31.48,2.43,Facebook,7.71,November 2024
2024-11-25,3232,62,15,199,1.92,24.19,3.21,Facebook,13.27,November 2024
2024-11-25,1505,32,5,211,2.13,15.62,6.59,Facebook,42.2,November 2024
2024-11-26,2283,40,10,183,1.75,25.0,4.58,Facebook,18.3,November 2024
2024-11-27,1271,35,13,96,2.75,37.14,2.74,Facebook,7.38,November 2024
2024-11-29,1051,56,16,240,5.33,28.57,4.29,Facebook,15.0,November 2024
2024-12-01,2949,58,18,89,1.97,31.03,1.53,Facebook,4.94,December 2024
2024-12-03,1340,71,9,231,5.3,12.68,3.25,Facebook,25.67,December 2024
2024-12-03,1442,19,16,247,1.32,84.21,13.0,Facebook,15.44,December 2024
2024-12-04,1566,54,7,246,3.45,12.96,4.56,Facebook,35.14,December 2024
2024-12-05,1876,42,10,161,2.24,23.81,3.83,Facebook,16.1,December 2024
2024-12-06,2966,67,5,208,2.26,7.46,3.1,Facebook,41.6,December 2024
2024-12-06,3200,41,5,170,1.28,12.2,4.15,Facebook,34.0,December 2024
2024-12-06,2436,65,8,67,2.67,12.31,1.03,Facebook,8.38,December 2024
2024-12-07,1099,55,19,235,5.0,34.55,4.27,Facebook,12.37,December 2024
2024-12-08,1883,19,15,231,1.01,78.95,12.16,Facebook,15.4,December 2024
2024-12-10,2331,45,19,158,1.93,42.22,3.51,Facebook,8.32,December 2024
2024-12-10,1749,46,19,105,2.63,41.3,2.28,Facebook,5.53,December 2024
2024-12-11,1478,56,17,130,3.79,30.36,2.32,Facebook,7.65,December 2024
2024-12-13,1198,53,11,222,4.42,20.75,4.19,Facebook,20.18,December 2024
